vin,craigslist_id,used_cars_id,year,manufacturer_cr,manufacturer_uc,model_cr,model_uc,price_cr,price_uc,mileage_cr,mileage_uc,warnings,warning_details,label
,7312813280,281490751,,Ram,Honda,"1500, Slt",Accord Hybrid,15999,12895.0,150428.0,100972.0,,,0
,7305841313,281598596,,Ford,Jeep,F-150,Cherokee,4990,16995.0,226000.0,69710.0,,,0
,7315950267,280857513,,Chevrolet,Chevrolet,Malibu,Camaro,0,40500.0,57420.0,13698.0,,,0
1NXBR32E38Z047287,7303694258,264857403,2008.0,Toyota,Toyota,Corolla,Corolla,5995,5795.0,159832.0,159832.0,0,,1
,7313415060,278247547,,Ford,Chrysler,Focus,Pacifica,9995,33993.0,79000.0,9856.0,,,0
WBA3A5G53FNP35010,7314591404,277828121,2015.0,Bmw,Bmw,3 Series,3 Series,14995,14800.0,105188.0,105188.0,0,,1
,7309325930,278618173,,Ford,Ford,Explorer,Taurus,0,3000.0,44469.0,100495.0,,,0
4T1B11HK3JU544337,7313831474,278607628,2018.0,Toyota,Toyota,Camry Se,Camry,245,20800.0,18646.0,18646.0,1,"Prezzo molto diverso: CR=$245, UC=$20,800 (diff: $20,555, 98.8%)",1
,7315531546,281972411,,Ford,Mazda,F-250,Mazda3,69800,26395.0,58256.0,9.0,,,0
2FMPK4K94KBB10560,7309485412,268308875,2019.0,Ford,Ford,Edge Titanium Awd,Edge,33900,32900.0,21000.0,20000.0,0,,1
,7315053037,276738609,,Honda,Kia,Cr-V,Telluride,12475,47969.0,93665.0,35085.0,,,0
,7311974652,276621195,,,Ford,Gladiator,F-150,64900,49715.0,42.0,1.0,,,0
1GC1KXEG3DF214013,7303837258,273693965,2013.0,Chevrolet,Chevrolet,Silverado 2500Hd,Silverado 2500Hd,25995,21888.0,89826.0,,0,,1
,7311669173,275578673,,Chevrolet,Honda,Tahoe Lt,Passport,28995,42400.0,147225.0,3.0,,,0
,7309263962,256710367,,Ford,Ford,Taurus,Expedition,6990,56859.0,149879.0,20.0,,,0
,7307944517,281174739,,Ram,Nissan,1500 Quad Cab,Rogue,25556,20972.0,96441.0,27149.0,,,0
1FAFP52U73G244524,7313406819,269744580,2003.0,Ford,Ford,Taurus,Taurus,2449,2449.0,188962.0,188962.0,0,,1
1VWBA7A38JC022560,7314467553,281271575,2018.0,Volkswagen,Volkswagen,Passat,Passat,22450,20495.0,20699.0,20699.0,0,,1
,7316333227,276291289,,Nissan,Volkswagen,Altima,Atlas,12995,38625.0,85139.0,5.0,,,0
5TDZARAH8LS002951,7311175860,277929702,2020.0,Toyota,Toyota,Highlander Hybrid,Highlander Hybrid,0,37323.0,16.0,15.0,0,,1
1N4AL3AP8HC296247,7315716834,276569381,2017.0,Nissan,Nissan,Altima,Altima,13000,13000.0,100366.0,100366.0,0,,1
,7306813007,266133981,,Mitsubishi,Chevrolet,Outlander Sport Es,Equinox,15590,34045.0,30811.0,2429.0,,,0
1C4BJWEG2DL552330,7315094000,281788975,2013.0,Jeep,Jeep,Wrangler Unlimited Sahara,Wrangler Unlimited,24995,25888.0,105022.0,102976.0,0,,1
1GCEK19TX4Z137273,7309275955,238600051,2004.0,Chevrolet,Chevrolet,Silverado 1500,Silverado 1500,6990,6990.0,233735.0,233668.0,0,,1
,7315229413,272273096,,Bmw,Toyota,325Ci Convertible,Prius,5995,25890.0,167590.0,12.0,,,0
,7315214637,276845207,,Cadillac,Volkswagen,Deville Sedan,Atlas Cross Sport,2795,39870.0,116833.0,289.0,,,0
,7310554852,281599108,,Hyundai,Gmc,Tucson Eco,Sierra 1500,0,21995.0,25796.0,98600.0,,,0
,7305808068,276389044,,Jeep,Mercedes-Benz,Renegade Latitude Sport,C-Class,17990,36209.0,48267.0,30830.0,,,0
,7303286539,276319879,,Lincoln,Ford,Mkc Reserve Sport,Escape,31590,22603.0,9581.0,,,,0
,7310348088,281659546,,Audi,Kia,A4,K5,6495,25669.0,122946.0,10.0,,,0
,7315550896,275053863,,Honda,Kia,Odyssey Exmini Van,Soul,7999,17366.0,121244.0,21.0,,,0
1HGCV1F34JA197838,7305311428,270317036,2018.0,Honda,Honda,Accord Sport 1.5T,Accord,405,22995.0,19771.0,19467.0,1,"Prezzo molto diverso: CR=$405, UC=$22,995 (diff: $22,590, 98.2%)",1
,7306632141,278398919,,Ford,Mercedes-Benz,Transit-150 Base Cargo,Gla-Class,31561,27998.0,32936.0,10851.0,,,0
,7314100968,281118056,,Audi,Chevrolet,Tt,Equinox,5995,19534.0,117940.0,27856.0,,,0
JF1GD29615G524655,7309018713,277533333,2005.0,Subaru,Subaru,Impreza,Impreza Wrx,11495,11495.0,101596.0,101596.0,0,,1
,7306896584,278903303,,Ford,Subaru,Super Duty F-450 Drw,Legacy,34990,13498.0,118787.0,49302.0,,,0
,7311288204,278942754,,Nissan,Chevrolet,Titan,Silverado 1500,37499,48365.0,13814.0,3.0,,,0
,7315084972,277968768,,Mazda,Gmc,Protege Sdn Lx Auto,Acadia,3490,48716.0,130393.0,2.0,,,0
3GTU2NEJ9JG362240,7314970322,259050057,2018.0,Gmc,Gmc,Sierra 1500,Sierra 1500,54999,46990.0,17004.0,10007.0,0,,1
,7307824301,261003779,,Honda,Honda,Cr-V,Fit,7150,19990.0,82182.0,5.0,,,0
,7306868012,267991067,,Honda,Ford,Cr-V,Transit Connect,6790,27950.0,145717.0,18.0,,,0
1GT12TEY3JF231410,7309908782,273524770,2018.0,Gmc,Gmc,Sierra 2500Hd Slt,Sierra 2500Hd,47388,47985.0,124723.0,122723.0,0,,1
5TDZZ3DC9KS987894,7315677334,276592909,2019.0,Toyota,Toyota,Sienna,Sienna,0,17997.0,61291.0,59152.0,0,,1
1GNLRFED9AS108194,7306734933,275821724,2010.0,Chevrolet,Chevrolet,Traverse Lt W/1Lt,Traverse,82,5793.0,183318.0,183318.0,1,"Prezzo molto diverso: CR=$82, UC=$5,793 (diff: $5,711, 98.6%)",1
,7316758387,275223560,,Ford,Nissan,Super Duty F-350 Drw,Pathfinder,59999,25999.0,25944.0,31326.0,,,0
1GKKNMLS2KZ188070,7306621924,276636491,2019.0,Gmc,Gmc,Acadia,Acadia,28712,28649.0,40820.0,39622.0,0,,1
,7303301634,281659968,,Ford,Honda,F-350Sd,Cr-V,0,18994.0,99036.0,29944.0,,,0
,7309428478,281605171,,Kia,Dodge,Rio,Charger,5995,33995.0,120294.0,25917.0,,,0
,7303694503,281726213,,Dodge,Kia,Durango,Forte,16995,13950.0,131805.0,26256.0,,,0
,7315735046,279147875,,Chrysler,Volvo,Town Country,Xc60,2999,23507.0,194246.0,26239.0,,,0
,7316970093,279834301,,Chevrolet,Dodge,Equinox,Durango,11995,31949.0,132456.0,33569.0,,,0
,7316150993,273362449,,Acura,Volkswagen,Mdx,Tiguan,11955,7495.0,169053.0,92617.0,,,0
JTJHY7AX8D4123797,7307424719,280987836,2013.0,Lexus,Lexus,Lx570,Lx 570,33000,32850.0,114300.0,104392.0,1,"Model diverso: CR=lx570, UC=lx 570",1
,7315302835,278188133,,Saturn,Ram,Vue,1500,5988,18900.0,78000.0,110771.0,,,0
,7314950125,280796900,,Ford,Nissan,F-350,Titan,59980,30990.0,42273.0,44504.0,,,0
,7304531075,281164845,,Gmc,Ford,Sierra 1500 Slt,Mustang,29968,39215.0,97561.0,,,,0
KMHT36AH6LU007264,7316510749,272712582,2020.0,Hyundai,Hyundai,Veloster N Coupe 3D,Veloster N,32990,29999.0,1343.0,0.0,0,,1
,7316169582,281126322,,Audi,Nissan,Q5 All Wheel Drive,Rogue,180,20500.0,127463.0,36536.0,,,0
,7313822952,279861984,,Ford,Subaru,Flex,Outback,16497,40146.0,98703.0,0.0,,,0
,7316114847,280830295,,Cadillac,Lexus,Srx,Nx,9991,34995.0,90000.0,19449.0,,,0
,7315473973,277668486,,Saturn,Ford,Ion 2,Explorer,3495,29996.0,156189.0,35954.0,,,0
,7314474352,279155229,,Honda,Chevrolet,Civic,Silverado 1500,5800,33500.0,134600.0,24023.0,,,0
3G1BE6SM4JS625002,7302328841,270418841,2018.0,Chevrolet,Chevrolet,Cruze,Cruze,12999,12999.0,26784.0,21635.0,0,,1
,7310231642,274644366,,Toyota,Chrysler,Highlander Sport 4X4,Pacifica,8995,45199.0,262.0,,,,0
KNDJN2A2XE7037203,7311490846,258618891,2014.0,Kia,Kia,Soul,Soul,10995,9495.0,82000.0,82000.0,0,,1
1C3CCBBG2CN145675,7315049139,256565206,2012.0,Chrysler,Chrysler,200,200,6498,7398.0,74662.0,74662.0,0,,1
,7316361132,281162855,,Mercedes-Benz,Kia,Benz Ml350,Sportage,19500,31280.0,109405.0,6.0,,,0
,7305003216,279773924,,Ford,Hyundai,F-350,Sonata,10695,4595.0,134208.0,197000.0,,,0
,7308201182,281631227,,Jeep,Jeep,Grand Cherokee,Grand Cherokee,14995,35126.0,101259.0,13.0,,,0
,7311873030,277127270,,Lincoln,Ford,Mkc,Escape,28888,15996.0,24383.0,35207.0,,,0
,7315095394,279109657,,Ram,Ram,1500 Tradesman Quad,1500,16337,52750.0,125053.0,0.0,,,0
,7310847499,278052266,,Jeep,Chevrolet,Wrangler Unlimited,Traverse,52995,28884.0,9832.0,3.0,,,0
,7314958102,268847732,,Kia,Hyundai,,Sonata,0,26220.0,6523.0,10.0,,,0
,7316634175,277263730,,Ram,Chevrolet,Very Clean Ready For Work,Silverado 1500,9995,49175.0,114351.0,2.0,,,0
,7310311425,266266926,,Ford,Toyota,Explorer,Camry Hybrid,16940,27690.0,123816.0,10.0,,,0
,7312845066,281219613,,Chrysler,Jeep,Town & Country,Renegade,9900,14250.0,25247.0,49674.0,,,0
1N4AA6EV7LC383145,7316259892,279937619,2020.0,Nissan,Nissan,Maxima,Maxima,36580,38240.0,,3.0,0,,1
5NPEB4ACXBH258130,7306078267,276470358,2011.0,Hyundai,Hyundai,Sonata,Sonata,7500,8300.0,68209.0,68209.0,0,,1
,7307326169,281602038,,Chevrolet,Jeep,Express Commercial Cutaway,Cherokee,29850,23977.0,62641.0,25084.0,,,0
,7302730739,279178266,,Hyundai,Ford,Sonata Gls,Fusion,4400,7499.0,152000.0,74371.0,,,0
3VWDB7AJ8HM255948,7310221028,281123181,2017.0,Volkswagen,Volkswagen,Jetta,Jetta,0,14499.0,55725.0,55627.0,0,,1
1G1ZE5ST6HF111361,7303843374,280936430,2017.0,Chevrolet,Chevrolet,Malibu,Malibu,14290,13451.0,72840.0,72838.0,0,,1
,7316022911,279884520,,Toyota,Gmc,Camry,Sierra 1500,26000,31828.0,3800.0,33832.0,,,0
,7314844444,274605465,,Ford,Gmc,Edge,Acadia,31980,31995.0,46294.0,52489.0,,,0
,7310794991,280454969,,Volkswagen,Volkswagen,Tiguan,Passat,0,15000.0,73575.0,28109.0,,,0
,7313248642,278122063,,,Honda,Cherokee,Fit,16995,16477.0,21789.0,19988.0,,,0
3MZBM1U79FM139069,7314943214,279844139,2015.0,Mazda,Mazda,3,Mazda3,14995,14995.0,22000.0,22000.0,0,,1
,7303600265,278044277,,Cadillac,Buick,Ct5 Premium Luxury,Encore,34590,14565.0,15242.0,54564.0,,,0
,7313727515,277351531,,Jaguar,Ford,Xj,Expedition,25500,52995.0,71114.0,7.0,,,0
,7308292686,281466975,,Buick,Toyota,Verano,Camry,0,21998.0,129425.0,44810.0,,,0
3GTP2XE24BG170923,7315101243,281265824,2011.0,Gmc,Gmc,Sierra Denali,Sierra 1500,16499,17450.0,181930.0,181730.0,0,,1
5J8YD3H39LL011526,7310685257,277937561,2020.0,Acura,Acura,Mdx,Mdx,39995,45925.0,10.0,10.0,0,,1
,7309281588,281055803,,Subaru,Ford,Impreza Wagon,F-550 Super Duty,7750,42500.0,139982.0,113468.0,,,0
,7309365051,273453363,,Jeep,Hyundai,Grand Cherokee,Tucson,9300,27196.0,130383.0,13.0,,,0
,7309503084,276009541,,Audi,Mercedes-Benz,Q5 2.0T Premium,Gl-Class,298,13495.0,80773.0,105762.0,,,0
,7305766079,280976989,,Ford,Buick,Explorer,Envision,25995,27114.0,70487.0,0.0,,,0
,7310202445,279911165,,Honda,Hyundai,Odyssey,Elantra,5250,18534.0,212783.0,2.0,,,0
,7312855334,277608067,,Bmw,Gmc,3 Series,Yukon,11988,66272.0,73045.0,,,,0
,7313959827,277803664,,Chevrolet,Bmw,Equinox,X3,16980,44295.0,42368.0,0.0,,,0
,7316231061,281779169,,Ford,Mazda,Fusion,Cx-5,2299,16500.0,264004.0,64092.0,,,0
,7308045900,279200344,,Ford,Ford,F-150 King Ranch 4X4,F-150,19999,43172.0,139270.0,3.0,,,0
,7307794280,280347651,,Bmw,Honda,X1,Hr-V,12695,23540.0,68261.0,1.0,,,0
,7316165789,279581543,,Chevrolet,Dodge,Equinox,Grand Caravan,14295,23400.0,69200.0,17258.0,,,0
,7316360526,279122416,,Ford,Nissan,F-150 Xlt**Navi*Back Up Ca,Pathfinder,29337,24897.0,89707.0,15042.0,,,0
,7302212130,278790228,,Honda,Lincoln,Fit,Continental,7680,29000.0,178646.0,20438.0,,,0
,7307399306,278715262,,Ford,Ford,Super Duty F-250,Escape,12995,16993.0,132842.0,38552.0,,,0
,7310939826,273522356,,Ford,Ford,F-150,Explorer,30550,35186.0,108066.0,3.0,,,0
,7309884034,268125050,,Toyota,Ford,Highlander,Edge,49217,20750.0,14.0,100749.0,,,0
,7304161272,271931237,,Gmc,Jeep,Yukon,Wrangler Unlimited,8700,39999.0,159000.0,10732.0,,,0
KNMAT2MV6KP526401,7312995482,281512886,2019.0,Nissan,Nissan,Rogue,Rogue,21499,21999.0,43325.0,38973.0,0,,1
,7307221093,279351369,,Ford,Ford,F350 Super Duty Crew Cab,Explorer,32999,29297.0,169258.0,21799.0,,,0
2GCEK19B461211547,7312715230,280021643,2006.0,Chevrolet,Chevrolet,Silverado 1500,Silverado 1500,8995,8995.0,117421.0,117421.0,0,,1
5FNYF4H53BB095957,7312547028,270410023,2011.0,Honda,Honda,Pilot Ex-L,Pilot,8995,12995.0,128338.0,128338.0,0,,1
,7311963415,255816836,,Subaru,Ford,Impreza,Ecosport,22388,27108.0,34303.0,13.0,,,0
,7316705788,279878027,,Infiniti,Ford,M35,F-150,8995,40879.0,129274.0,17722.0,,,0
2D4GP44L97R217989,7311289449,277977720,2007.0,Dodge,Dodge,Grand Caravan,Grand Caravan,3500,3500.0,188464.0,188464.0,0,,1
,7313746204,280828573,,,Chevrolet,Saab 9-3 Linear,Silverado 1500,7495,45505.0,65791.0,52253.0,,,0
,7315548703,264451914,,Nissan,Chevrolet,Sentra S,Trax,0,15243.0,14682.0,7.0,,,0
JN1CV6AP3BM508622,7314857146,281511271,2011.0,Infiniti,Infiniti,G37,G37,0,11771.0,105940.0,105759.0,0,,1
,7315812808,258693155,,Jeep,Ford,Patriot Sport,Explorer,185,38082.0,,2023.0,,,0
,7314248678,273592279,,Honda,Lexus,Civic,Es 350,14900,28991.0,96986.0,27630.0,,,0
,7316102719,275402912,,Dodge,Lexus,Durango Gt,Rx 350,30888,32866.0,35282.0,48020.0,,,0
,7306639597,254636056,,Gmc,Ford,Yukon,Fusion,0,18753.0,160837.0,4733.0,,,0
,7316304206,278265080,,Honda,Toyota,Civic Lx,Corolla,13995,16790.0,80545.0,19651.0,,,0
,7314234715,280990724,,Jeep,Mazda,Compass,Mazda3,0,17753.0,165055.0,17481.0,,,0
,7304777119,277967598,,Chevrolet,Chevrolet,Impala Lt Sedan 4D,Blazer,16990,42122.0,82313.0,5.0,,,0
,7303647969,279354834,,Nissan,Honda,Maxima 3.5L,Civic,23900,17998.0,56086.0,33452.0,,,0
3C4PDCGB9GT178773,7302285068,279775759,2016.0,Dodge,Dodge,Journey Crossroad,Journey,14988,15299.0,54822.0,54326.0,0,,1
,7305761685,274939408,,Toyota,Chevrolet,Camry,Equinox,3900,34616.0,217719.0,5.0,,,0
,7304180194,274482621,,Chevrolet,Ford,Sonic,Ranger,6950,34912.0,97482.0,27.0,,,0
,7316790330,268243464,,Chevrolet,Audi,Malibu Lt,Tt,5300,36901.0,90272.0,23090.0,,,0
,7304486391,261971451,,Honda,Chevrolet,Civic,Silverado 1500,3995,53992.0,168216.0,10.0,,,0
,7316355457,280164699,,Chrysler,Chrysler,Pacifica,Pacifica,0,18590.0,,75945.0,,,0
,7316187897,281532888,,Mercedes-Benz,Gmc,C-Class 300,Terrain,700,14095.0,5154.0,54521.0,,,0
,7315060356,253458078,,Bmw,Gmc,535I Xdrive,Yukon Xl,14995,67818.0,84482.0,4071.0,,,0
JN8AZ08T15W309798,7312725946,279903537,2005.0,Nissan,Nissan,Murano,Murano,4400,4400.0,169722.0,169722.0,0,,1
,7306971181,281209997,,Nissan,Nissan,Frontier Crew Cab 4X4,Altima,16250,23185.0,109406.0,5.0,,,0
,7316918130,281389307,,Ford,Toyota,Focus Se,4Runner,3999,46988.0,203000.0,10.0,,,0
,7315386361,277547738,,Ford,Jeep,Focus,Grand Cherokee,19999,26299.0,45712.0,36640.0,,,0
,7315111821,239495018,,Ford,Ram,E-150 Reefer Cargo Van,1500,20450,59826.0,68833.0,15.0,,,0
,7312941203,273562063,,,Chevrolet,Scion Tc,Captiva Sport,6499,8995.0,122378.0,90872.0,,,0
,7310172646,279299071,,Chevrolet,Chevrolet,Silverado 1500,Tahoe,27788,15900.0,119756.0,155306.0,,,0
,7304249779,281612483,,Acura,Ford,Ilx,Ranger,23138,31208.0,13097.0,5.0,,,0
,7313783019,256523717,,Jeep,Lexus,Grand Cherokee,Es,6590,44965.0,165167.0,0.0,,,0
,7314001670,278359494,,Honda,Volkswagen,Accord Sdn,Jetta Gli,10899,25262.0,147902.0,5.0,,,0
,7308028907,281328347,,Chevrolet,Toyota,Silverado 2500Hd,Corolla,35995,15800.0,127973.0,30390.0,,,0
,7303569536,266850156,,Honda,Honda,Accord,Cr-V,20300,30155.0,33964.0,34.0,,,0
,7315870433,274361761,,Mazda,Kia,Mazda3 I Sport 4-Door,Niro Ev,5900,42900.0,117000.0,10.0,,,0
1FDAF56R28EC00698,7314972388,279159535,2008.0,Ford,Ford,F-550,F-550 Super Duty Chassis,10499,11999.0,141977.0,141977.0,0,,1
,7316884781,278895829,,Rover,Nissan,Discovery Se**Navi*C,Sentra,39837,16989.0,31412.0,39642.0,,,0
,7312089389,277141357,,Chevrolet,Bmw,3500,X3,11488,27975.0,131431.0,29613.0,,,0
,7311967411,280952791,,Porsche,Honda,Cayenne,Cr-V,22777,21795.0,113123.0,31983.0,,,0
,7303028408,279676441,,Toyota,Ford,Prius,F-150,2700,41995.0,148001.0,40583.0,,,0
,7308070526,279477910,,Toyota,Volkswagen,Tacoma Double Cab,Jetta,31577,20287.0,83725.0,,,,0
,7316866931,255777006,,Jeep,Chevrolet,Liberty,Equinox,5495,23011.0,185258.0,10.0,,,0
,7316664452,273393918,,Toyota,Nissan,Camry,Rogue,6800,24887.0,140037.0,8.0,,,0
,7314764449,271500757,,Audi,Jeep,A4 2.0T Premium,Wrangler Unlimited,7900,25873.0,112000.0,49402.0,,,0
,7304892527,280048205,,Lexus,Ram,Rx,1500,35995,34380.0,33072.0,32537.0,,,0
,7316399277,279130890,,Toyota,Kia,Tundra Double Cab Sr5,Soul,9450,8995.0,188000.0,165865.0,,,0
,7308340999,279183415,,Audi,Hyundai,A4 Quattro Premium Plus,Tucson,9990,3450.0,80100.0,181952.0,,,0
,7315052869,279932010,,Porsche,Chevrolet,Cayman,Camaro,92995,24490.0,12394.0,29979.0,,,0
,7307670750,280372340,,Dodge,Buick,Durango Sxt Sport,Enclave,8400,37195.0,154142.0,0.0,,,0
,7302621909,279244734,,Ram,Chevrolet,,Silverado 1500,35000,39710.0,43827.0,2.0,,,0
,7314685790,279581006,,Toyota,Audi,4-Runner,Q7,0,52986.0,25006.0,21219.0,,,0
,7316852264,280819231,,Lexus,Ford,Rx,Fusion,364,13500.0,70714.0,77438.0,,,0
,7316156162,278433664,,Chevrolet,Chevrolet,Impala,Silverado 1500,4700,42994.0,1000.0,18604.0,,,0
,7308898556,258092206,,Honda,Kia,Civic,Rio,0,16488.0,20629.0,0.0,,,0
,7307298128,278671187,,Chevrolet,Ram,Malibu,3500,17981,86285.0,57069.0,9.0,,,0
,7310322863,279566555,,Honda,Ford,Element Ex 4Wd At,Edge,8995,6996.0,269247.0,138492.0,,,0
,7311548811,280299214,,Nissan,Ford,Titan,F-150,13995,47100.0,135530.0,0.0,,,0
1C4PJMCS8FW636381,7314818763,279986646,2015.0,Jeep,Jeep,Cherokee,Cherokee,14487,14659.0,101088.0,101088.0,0,,1
1FMJK1GT1FEF11387,7316260359,278277730,2015.0,Ford,Ford,Expedition El Xlt 4X4,Expedition,0,13495.0,147091.0,146519.0,0,,1
,7305369812,274470082,,Honda,Bmw,Cr-V,5 Series,13950,66880.0,69710.0,10.0,,,0
,7303739054,281336058,,Rover,Chevrolet,,Tahoe,13999,63945.0,97393.0,0.0,,,0
,7315806109,278611394,,Dodge,Subaru,Charger,Ascent,0,38313.0,66504.0,0.0,,,0
,7310550374,280184544,,,Nissan,Scion Tc Base 2Dr Coupe 6M,Altima,5950,22950.0,128580.0,13120.0,,,0
,7311618012,279525592,,Ram,Ford,3500,Mustang,48999,23990.0,68484.0,19869.0,,,0
,7311485345,278119655,,Chevrolet,Hyundai,Silverado 1500,Elantra,5950,13500.0,151627.0,20996.0,,,0
3GNCJKSB8GL262504,7311689111,275046345,2016.0,Chevrolet,Chevrolet,Trax Ls,Trax,10988,11588.0,79000.0,79000.0,0,,1
,7316461690,278186145,,Chevrolet,Chevrolet,Silverado Lt 1500,Equinox,14900,27000.0,156475.0,7.0,,,0
,7316911591,275507335,,Ford,Subaru,F-150 Xlt 4X4,Outback,16500,35481.0,121650.0,0.0,,,0
,7307730363,265217783,,Ford,Ford,Focus Se,Fusion,12500,21207.0,17237.0,5.0,,,0
,7308010197,272945546,,Ram,Ford,Promaster City,F-150,13995,65645.0,89271.0,0.0,,,0
,7316169239,281107752,,Buick,Nissan,Lacrosse Leather,Pathfinder,167,18510.0,120656.0,55250.0,,,0
,7305229618,280307825,,Bmw,Ford,X5,F-150,18999,36686.0,137041.0,26191.0,,,0
,7303294902,279535465,,Honda,Subaru,Accord,Legacy,6990,19000.0,114977.0,38590.0,,,0
,7310766687,274416647,,Kia,Nissan,Optima,Pathfinder,13900,38945.0,63661.0,0.0,,,0
,7313922295,278601030,,,Chevrolet,Mazda3 5-Door,Silverado 1500,16995,53635.0,23229.0,0.0,,,0
1C4RJEAG7LC181422,7302015177,272443897,2020.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,25750,27688.0,6076.0,6076.0,0,,1
,7312290631,276019079,,Ford,Toyota,Transit Connect Cargo,Camry,15000,35726.0,87896.0,1.0,,,0
,7313780988,277428597,,Toyota,Kia,Highlander,Optima Hybrid,27991,17997.0,34502.0,22739.0,,,0
,7316772409,280265419,,Ram,Bmw,2500,3 Series,27900,46920.0,231140.0,7.0,,,0
,7313919545,281520720,,Honda,Honda,Accord,Fit,10950,6995.0,92347.0,108036.0,,,0
1G1BJ5SMXK7106347,7316882377,271797760,2019.0,Chevrolet,Chevrolet,Cruze,Cruze,0,13750.0,18100.0,16292.0,0,,1
WDDGF5EBXAR128916,7316435884,276084628,2010.0,Mercedes-Benz,Mercedes-Benz,C-Class,C-Class,9995,10995.0,113833.0,113833.0,0,,1
,7314579868,273562363,,Porsche,Mercedes-Benz,Macan S Sport Utility 4D,C-Class,33990,40000.0,68239.0,3296.0,,,0
2G61N5S35H9125719,7316810036,279692466,2017.0,Cadillac,Cadillac,Xts,Xts,22995,23674.0,62051.0,62051.0,0,,1
,7316300823,277272062,,Toyota,Bmw,Sienna,4 Series,34981,35991.0,36784.0,23666.0,,,0
,7310642306,281937927,,Volvo,Volkswagen,S40 2.4I,Gti,4495,12500.0,151889.0,87984.0,,,0
,7307245904,280454782,,Gmc,Nissan,Acadia Sle-2 Sport Utility,Armada,28990,37000.0,24486.0,43990.0,,,0
JTEBU17R48K020321,7312825826,277971466,2008.0,Toyota,Toyota,4-Runner,4Runner,10977,12977.0,161950.0,161950.0,1,"Model diverso: CR=4-runner, UC=4runner",1
1GAZGPFG1K1262809,7310063261,280021756,2019.0,Chevrolet,Chevrolet,Express Passenger,Express,23990,24990.0,25249.0,25249.0,0,,1
,7311460873,277335068,,Ram,Honda,2500 Slt 4X4 Cummins,Accord,57900,14177.0,31681.0,64431.0,,,0
,7315365628,278817244,,Dodge,Volkswagen,Dakota,Passat,8595,6995.0,151464.0,98707.0,,,0
,7303125314,275065106,,,Hyundai,Super Duty F-450 Drw Cab-Chassis,Palisade,85750,43105.0,1446.0,8.0,,,0
2T3BF4DV1AW070155,7311431308,279731494,2010.0,Toyota,Toyota,Rav4,Rav4,9575,9975.0,74402.0,74402.0,0,,1
5NMZT3LB3HH023569,7307363431,280208629,2017.0,Hyundai,Hyundai,Santa Fe Sport,Santa Fe Sport,14995,14995.0,90222.0,90222.0,0,,1
1FMCU9GD8KUA96420,7309313028,279816179,2019.0,Ford,Ford,Escape R4529,Escape,23000,22500.0,3457.0,3456.0,0,,1
,7313456443,260011303,,Volkswagen,Ram,Tiguan,3500 Chassis,25900,55360.0,34214.0,0.0,,,0
,7312742636,277898403,,Kia,Ford,Forte,Explorer,0,40166.0,,,,,0
WA1VMAFE7BD009013,7311723025,281858937,2011.0,Audi,Audi,Q7,Q7,20995,20995.0,63000.0,56000.0,0,,1
,7304327601,269742446,,Dodge,Ford,Grand Caravan,Fusion Hybrid,0,23431.0,95159.0,10.0,,,0
,7302550653,281737961,,Chevrolet,Ford,Ss Sedan 4D,Escape,33990,18995.0,72712.0,36701.0,,,0
1GYFZDR46LF036381,7316411197,273870310,2020.0,Cadillac,Cadillac,Xt4 Premium Luxury,Xt4,36590,41977.0,11222.0,7751.0,0,,1
,7307794874,281523436,,Ford,Subaru,Transit Connect Cargo Van Xl,Outback,10995,28911.0,42334.0,80.0,,,0
,7304122001,278772630,,Ford,Ford,Super Duty F-350 Srw,Explorer,47980,39850.0,135069.0,19.0,,,0
,7313845238,276968203,,Ford,Ram,Fusion,1500,14599,63970.0,15801.0,9.0,,,0
1VWBN7A38DC121372,7315347956,252107333,2013.0,Volkswagen,Volkswagen,Passat,Passat,9995,9995.0,70890.0,70890.0,0,,1
1FAHP2J83GG112989,7313763418,275586796,2016.0,Ford,Ford,Taurus,Taurus,18995,17995.0,61311.0,67129.0,0,,1
,7316164286,280581938,,Chevrolet,Ram,Silverado 1500,1500,45995,42164.0,19218.0,,,,0
,7308324008,281382606,,Ram,Chevrolet,1500 Big Horn 4X4 Crew Cab,Equinox,19995,18889.0,136654.0,10.0,,,0
,7306935688,280434539,,Chevrolet,Nissan,Tahoe,Kicks,14995,21415.0,196847.0,7.0,,,0
,7316056856,250909131,,Ford,Gmc,Expedition Max,Terrain,8990,11500.0,206590.0,89245.0,,,0
,7316760015,276971999,,Cadillac,Gmc,Xlr,Terrain,17950,32441.0,97993.0,3.0,,,0
WDDHF5KB7EB025668,7316898553,279330174,2014.0,Mercedes-Benz,Mercedes-Benz,E-Class,E-Class,16995,15995.0,90764.0,90764.0,0,,1
,7311542310,280386149,,Mazda,Toyota,5,Corolla,9480,3991.0,101827.0,115570.0,,,0
WAUDF78E38A161700,7314528190,263692599,2008.0,Audi,Audi,A4,A4,5995,5995.0,142012.0,141916.0,0,,1
,7303591353,279875482,,Bmw,Chevrolet,3-Series,Silverado 1500,12800,29900.0,65218.0,27022.0,,,0
,7316277673,280926928,,Nissan,Ford,Sentra,Escape,0,14090.0,28541.0,61273.0,,,0
,7316355792,280032040,,Ram,Jeep,1500,Grand Cherokee,36988,36976.0,33922.0,13.0,,,0
